Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Reucher Correa Arroyo,M,SBD,Wraps,15.0,13-15,14-18,Tn 13-15,91.1,100,160.0,190.0,220.0,,220.0,100.0,120.0,-132.5,,120.0,170.0,190.0,205.0,,205.0,545.0,1,350.27,345.81,331.25,72.02,,Peru,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Juan Parada,M,SBD,Wraps,30.0,24-34,24-39,Open,98.5,100,265.0,-282.5,282.5,,282.5,130.0,-140.0,140.0,,140.0,260.0,270.0,-277.5,,270.0,692.5,1,429.07,424.05,405.13,88.12,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Christian Sepúlveda Jaque,M,SBD,Wraps,23.0,20-23,19-23,Jun,96.9,100,230.0,240.0,,,240.0,140.0,150.0,,,150.0,215.0,,,,215.0,605.0,1,377.62,373.05,356.55,77.59,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Matías Iturra Vega,M,SBD,Wraps,27.0,24-34,24-39,Open,106.1,110,280.0,-300.0,-300.0,,280.0,180.0,190.0,-197.5,,190.0,250.0,280.0,-300.0,,280.0,750.0,1,450.44,446.55,426.46,92.15,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Fernando Rivera #1,M,SBD,Wraps,16.0,16-17,14-18,Tn 16-17,108.7,110,170.0,180.0,190.0,,190.0,90.0,100.0,-110.0,,100.0,200.0,210.0,215.0,,215.0,505.0,1,300.45,298.29,285.0,61.36,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Manuel Lleucún,M,SBD,Wraps,20.0,20-23,19-23,Jun,100.2,110,-190.0,190.0,-220.0,,190.0,-100.0,105.0,-110.0,,105.0,240.0,255.0,-270.0,,255.0,550.0,1,338.24,334.46,319.43,69.42,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Enzo Castro,M,SBD,Multi-ply,33.0,24-34,24-39,Open,110.0,110,310.0,-325.0,,,310.0,200.0,-210.0,210.0,,210.0,240.0,255.0,262.5,,262.5,782.5,1,463.45,460.5,440.12,78.35,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Javier Melgar Henrich,M,SBD,Wraps,36.0,35-39,24-39,Open,122.5,125,320.0,-340.0,-340.0,,320.0,170.0,-180.0,-180.0,,170.0,267.5,280.0,290.0,,290.0,780.0,1,444.94,446.37,427.65,89.86,,Bolivia,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
José Cortés,M,SBD,Wraps,25.0,24-34,24-39,Open,123.4,125,240.0,260.0,270.0,,270.0,132.5,140.0,147.5,,147.5,240.0,260.0,-280.0,,260.0,677.5,2,385.56,387.1,370.76,77.81,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Sergio Mardones Meza,M,SBD,Wraps,29.0,24-34,24-39,Open,139.9,140,381.0,405.0,-426.0,,405.0,200.0,220.0,232.5,,232.5,285.0,312.5,-320.0,,312.5,950.0,1,520.72,530.92,504.68,103.59,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Moisés Muñoz,M,SBD,Wraps,17.0,16-17,14-18,Tn 16-17,130.2,140,130.0,-140.0,-150.0,,130.0,60.0,65.0,70.0,,70.0,170.0,172.5,-180.0,,172.5,372.5,1,208.48,210.63,201.19,41.82,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Edgardo Leal Contreras,M,SBD,Wraps,45.0,45-49,40-49,M 40-49,164.6,140+,310.0,320.0,,,320.0,180.0,-190.0,190.0,,190.0,260.0,-280.0,-280.0,,260.0,770.0,1,404.06,420.33,393.13,79.01,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Rosalía Llancaleo Saavedra,F,B,Raw,49.0,45-49,50-59,M 40-49,66.5,67.5,,,,,,90.0,95.0,-97.5,,95.0,,,,,,95.0,1,98.93,98.01,86.48,77.06,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
César Sotomayor Galindo,M,B,Raw,47.0,45-49,40-49,M 40-49,58.7,60,,,,,,60.0,-85.0,-85.0,,60.0,,,,,,60.0,1,51.57,52.22,51.05,36.31,,Peru,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Gonzalo Nuñez Borja,M,B,Raw,41.0,40-44,40-49,M 40-49,65.6,67.5,,,,,,100.0,110.0,-112.5,,110.0,,,,,,110.0,1,86.58,86.81,84.37,62.6,,Peru,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Luis Ahumada,M,B,Raw,44.0,40-44,40-49,Open,66.7,67.5,,,,,,130.0,135.0,-140.0,,135.0,,,,,,135.0,1,104.96,105.09,102.07,76.13,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Fabio Goldfarb,M,B,Raw,32.0,24-34,24-39,Open,75.0,75,,,,,,130.0,140.0,-147.5,,140.0,,,,,,140.0,1,100.44,99.76,96.39,74.13,,Argentina,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Darlyn Nima Ramos,M,B,Raw,33.0,24-34,24-39,Open,80.3,82.5,,,,,,137.5,142.5,-150.0,,142.5,,,,,,142.5,3,98.04,97.06,93.5,72.81,,Peru,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Juan Lema,M,B,Raw,26.0,24-34,24-39,Open,82.3,82.5,,,,,,150.0,-152.5,-157.5,,150.0,,,,,,150.0,2,101.75,100.63,96.84,75.67,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Sergio Barrientos,M,B,Raw,39.0,35-39,40-49,Open,81.4,82.5,,,,,,147.5,152.5,155.0,,155.0,,,,,,155.0,1,105.8,104.68,100.79,78.64,,Argentina,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Roberto Cavani Rosas,M,B,Raw,52.0,50-54,50-59,M 50-59,81.7,82.5,,,,,,145.0,152.5,155.0,-160.5,155.0,,,,,,155.0,1,105.58,104.45,100.54,78.49,,Argentina,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Enrique Miranda,M,B,Raw,17.0,16-17,14-18,Tn 16-17,84.9,90,,,,,,100.0,105.0,-110.0,,105.0,,,,,,105.0,1,70.0,69.17,66.47,52.14,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Luis Muñoz #3,M,B,Raw,21.0,20-23,19-23,Jun,89.2,90,,,,,,120.0,135.0,-145.0,,135.0,,,,,,135.0,1,87.69,86.58,83.01,65.38,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Fernando Vargas do Santos,M,B,Raw,,,,Open,88.8,90,,,,,,140.0,-150.0,-150.0,,140.0,,,,,,140.0,1,91.14,90.0,86.3,67.96,,Brazil,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Reucher Correa Arroyo,M,B,Raw,15.0,13-15,14-18,Tn 13-15,91.3,100,,,,,,100.0,120.0,-130.0,,120.0,,,,,,120.0,1,77.04,76.06,72.85,57.45,,Peru,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Jorge Carello,M,B,Raw,40.0,40-44,40-49,M 40-49,95.7,100,,,,,,120.0,130.0,145.0,,145.0,,,,,,145.0,1,91.02,89.9,85.95,67.84,,Argentina,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Christian Sepúlveda Jaque,M,B,Raw,23.0,20-23,19-23,Jun,99.1,100,,,,,,150.0,-157.5,-157.5,,150.0,,,,,,150.0,1,92.69,91.62,87.52,69.01,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Matías Iturra Vega,M,B,Raw,27.0,24-34,24-39,Open,108.9,110,,,,,,180.0,190.0,192.5,,192.5,,,,,,192.5,1,114.45,113.64,108.58,84.77,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Enzo Castro,M,B,Multi-ply,33.0,24-34,24-39,Open,110.0,110,,,,,,-200.0,200.0,215.0,,215.0,,,,,,215.0,1,127.34,126.53,120.93,65.4,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Carlos Rogers,M,B,Raw,37.0,35-39,24-39,Open,118.2,125,,,,,,155.0,165.0,-170.0,,165.0,,,,,,165.0,1,95.24,95.2,91.21,70.06,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Maryorie Flores,F,BD,Raw,22.0,20-23,19-23,Jun,56.0,56,,,,,,62.5,,,,62.5,130.0,135.0,-141.0,,135.0,197.5,1,228.93,232.38,205.55,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Angelica B Otharam,F,BD,Raw,,,,Open,66.5,67.5,,,,,,50.0,-60.0,-62.5,,50.0,125.0,-130.0,,,125.0,175.0,1,182.24,180.54,159.3,,,Brazil,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Erika Cruces Crisóstomo,F,BD,Raw,44.0,40-44,40-49,M 40-49,73.0,75,,,,,,80.0,-90.0,90.0,,90.0,180.0,190.0,,,190.0,280.0,1,276.68,270.82,238.45,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Mario Espinoza,M,BD,Raw,16.0,16-17,14-18,Tn 16-17,57.1,60,,,,,,60.0,67.5,-76.0,,67.5,145.0,150.0,-155.0,,150.0,217.5,1,191.4,194.31,190.28,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Omar Gutiérrez Olave,M,BD,Raw,27.0,24-34,24-39,Open,66.6,67.5,,,,,,110.0,120.0,122.5,,122.5,200.0,220.0,225.0,,225.0,347.5,1,270.46,270.84,263.07,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Vicent Burgos,M,BD,Raw,17.0,16-17,14-18,Tn 16-17,66.8,67.5,,,,,,50.0,55.0,-60.0,,55.0,110.0,115.0,120.0,,120.0,175.0,1,135.91,136.06,132.14,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Juan Hernández #1,M,BD,Raw,22.0,20-23,19-23,Jun,66.2,67.5,,,,,,95.0,100.0,-107.5,,100.0,165.0,175.0,180.0,,180.0,280.0,1,218.9,219.31,213.07,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Fabio Goldfar,M,BD,Raw,32.0,24-34,24-39,Open,75.0,75,,,,,,-130.0,130.0,-142.5,,130.0,-180.0,180.0,-247.5,,180.0,310.0,1,222.4,220.89,213.44,,,Argentina,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Josue Riffo,M,BD,Raw,15.0,13-15,14-18,Tn 13-15,74.2,75,,,,,,60.0,65.0,-72.5,,65.0,-145.0,145.0,150.0,155.0,150.0,215.0,1,155.31,154.36,149.21,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Cristian González #1,M,BD,Raw,16.0,16-17,14-18,Tn 16-17,73.9,75,,,,,,52.5,-60.0,62.5,,62.5,140.0,-150.0,-150.0,,140.0,202.5,1,146.67,145.8,140.97,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Ariel Martinez #2,M,BD,Raw,19.0,18-19,19-23,Tn 18-19,72.3,75,,,,,,70.0,75.0,-80.0,,75.0,155.0,160.0,170.0,,170.0,245.0,1,180.03,179.21,173.43,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
José Rivas #1,M,BD,Raw,30.0,24-34,24-39,Open,81.6,82.5,,,,,,140.0,-150.0,,,140.0,240.0,250.0,260.0,,260.0,400.0,1,272.66,269.75,259.68,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Maximiliano Sáez,M,BD,Raw,15.0,13-15,14-18,Tn 13-15,75.4,82.5,,,,,,65.0,70.0,-72.5,,70.0,135.0,140.0,145.0,,145.0,215.0,1,153.72,152.64,147.45,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Anibal Mardones,M,BD,Raw,22.0,20-23,19-23,Jun,80.4,82.5,,,,,,120.0,130.0,-135.0,,130.0,190.0,200.0,210.0,,210.0,340.0,1,233.76,231.39,222.9,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Cristian Marín,M,BD,Raw,33.0,24-34,24-39,Open,89.9,90,,,,,,160.0,165.0,-167.5,,165.0,230.0,240.0,-250.0,,240.0,405.0,1,262.02,258.7,247.95,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Jeremías Paredes,M,BD,Raw,22.0,20-23,19-23,Jun,88.4,90,,,,,,-130.0,130.0,-137.5,,130.0,190.0,210.0,-220.0,,210.0,340.0,1,221.86,219.08,210.13,,,Peru,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Miguel Aguirre,M,BD,Multi-ply,44.0,40-44,40-49,M 40-49,95.2,100,,,,,,100.0,130.0,,,130.0,160.0,200.0,,,200.0,330.0,1,207.65,205.07,196.11,,,Argentina,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Juan Parada,M,BD,Raw,30.0,24-34,24-39,Open,98.5,100,,,,,,120.0,130.0,,,130.0,255.0,272.5,,,272.5,402.5,1,249.39,246.47,235.47,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Bastían Oñate,M,BD,Raw,17.0,16-17,14-18,Tn 16-17,96.8,100,,,,,,55.0,-57.5,60.0,,60.0,140.0,147.5,150.0,,150.0,210.0,1,131.14,129.55,123.82,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Raul Olivieri,M,BD,Multi-ply,34.0,24-34,24-39,Open,104.7,110,,,,,,-150.0,160.0,-170.0,,160.0,200.0,230.0,250.0,,250.0,410.0,1,247.56,245.24,234.18,,,Argentina,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Matías Iturra Vega,M,BD,Raw,27.0,24-34,24-39,Open,108.9,110,,,,,,170.0,180.0,190.0,,190.0,280.0,,,,280.0,470.0,1,279.43,277.46,265.11,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Oscar Melgar Rivero,M,BD,Raw,,,,Open,122.8,125,,,,,,167.5,-175.0,177.5,,177.5,235.0,250.0,-262.5,,250.0,427.5,1,243.67,244.51,234.24,,,Bolivia,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Aldo Cornejo,M,BD,Raw,47.0,45-49,40-49,M 40-49,140.5,140+,,,,,,150.0,160.0,167.5,,167.5,285.0,-306.0,,,285.0,452.5,1,247.73,252.73,240.16,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Yassna Riffo,F,D,Raw,44.0,40-44,40-49,M 40-49,63.5,67.5,,,,,,,,,,,140.0,150.0,-155.0,,150.0,150.0,1,160.55,160.13,141.39,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Scarlet Silva,F,D,Raw,15.0,13-15,14-18,Tn 13-15,72.2,75,,,,,,,,,,,95.0,100.0,105.0,107.5,105.0,105.0,1,104.38,102.3,90.1,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Laura Valderrama,F,D,Raw,17.0,16-17,14-18,Tn 16-17,72.6,75,,,,,,,,,,,82.5,90.0,-95.0,,90.0,90.0,1,89.2,87.36,76.93,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Yomara Soto,F,D,Raw,14.0,13-15,14-18,Tn 13-15,75.3,82.5,,,,,,,,,,,85.0,90.0,95.0,-97.5,95.0,95.0,1,92.33,90.09,79.23,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Cristian Mateluna Nuñez,M,D,Raw,32.0,24-34,24-39,Open,55.8,56,,,,,,,,,,,165.0,170.0,180.0,-200.0,180.0,180.0,1,161.62,164.44,161.26,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Dilan Brante,M,D,Raw,24.0,24-34,24-39,Open,65.7,67.5,,,,,,,,,,,-195.0,205.0,210.0,215.0,210.0,210.0,1,165.1,165.51,160.86,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Diego Pérez #2,M,D,Raw,17.0,16-17,14-18,Tn 16-17,77.5,82.5,,,,,,,,,,,110.0,117.5,125.0,,125.0,125.0,1,87.86,87.11,84.05,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Roberto Guzman,M,D,Raw,22.0,20-23,19-23,Jun,82.4,82.5,,,,,,,,,,,251.0,271.0,-280.0,,271.0,271.0,1,183.7,181.68,174.82,,,Bolivia,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Mauricio Rodríguez #4,M,D,Raw,30.0,24-34,24-39,Open,89.7,90,,,,,,,,,,,220.0,-242.5,-242.5,,220.0,220.0,1,142.49,140.69,134.85,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
José Aguirre,M,D,Multi-ply,47.0,45-49,40-49,M 40-49,98.6,100,,,,,,,,,,,180.0,220.0,240.0,,240.0,240.0,1,148.64,146.9,140.34,,,Argentina,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
Juan Parada,M,D,Raw,30.0,24-34,24-39,Open,98.5,100,,,,,,,,,,,240.0,,,,240.0,240.0,1,148.7,146.96,140.41,,,Chile,,GPA,GPA,2018-08-30,Chile,,Talca,Campeonato Panamericano,Yes
María José López,F,SBD,Wraps,37.0,35-39,24-39,Open,43.3,44,80.0,82.5,-85.0,,82.5,42.5,45.0,-47.5,,45.0,95.0,105.0,-110.0,,105.0,232.5,1,324.22,330.86,297.32,70.25,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Karina Garcés Herrera,F,SBD,Wraps,25.0,24-34,24-39,Open,47.4,48,115.0,-120.0,120.0,-122.5,120.0,50.0,52.5,-55.0,,52.5,130.0,-135.0,135.0,,135.0,307.5,1,400.49,411.02,366.17,84.53,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Texia Cárcamo,F,SBD,Wraps,28.0,24-34,24-39,Open,50.7,52,75.0,-85.0,-85.0,,75.0,35.0,40.0,-42.5,,40.0,90.0,95.0,100.0,,100.0,215.0,2,266.75,273.29,242.51,55.5,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Maryorie Flores Valenzuela,F,SBD,Wraps,23.0,20-23,24-39,Open,51.9,52,95.0,100.0,105.0,,105.0,-60.0,60.0,62.5,-65.0,62.5,137.5,145.0,147.5,,147.5,315.0,1,384.47,393.27,348.63,79.67,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Yasmín Berrios,F,SBD,Wraps,27.0,24-34,24-39,Open,57.7,60,100.0,110.0,,,110.0,47.5,52.5,57.5,,57.5,105.0,115.0,125.0,,125.0,292.5,3,332.46,336.19,297.21,67.99,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Yassna Haydee Riffo Sepúlveda,F,SBD,Wraps,45.0,45-49,40-49,Open,59.9,60,-130.0,130.0,-140.0,,130.0,70.0,75.0,-77.5,,75.0,130.0,140.0,,,140.0,345.0,1,382.85,385.13,340.29,78.07,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Melany Fischmann Paz,F,SBD,Wraps,20.0,20-23,19-23,Open,59.6,60,105.0,115.0,122.5,,122.5,50.0,55.0,-57.5,,55.0,110.0,120.0,132.5,,132.5,310.0,2,345.11,347.41,306.98,70.4,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Lisbeth Miranda Miranda,F,SBD,Wraps,37.0,35-39,24-39,Open,62.9,67.5,60.0,70.0,80.0,,80.0,30.0,35.0,-40.0,,35.0,70.0,90.0,95.0,,95.0,210.0,3,226.08,225.8,199.39,45.99,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Natalys Aravena Ortiz,F,SBD,Wraps,25.0,24-34,24-39,Open,67.4,67.5,160.0,-170.0,170.0,,170.0,-75.0,80.0,-85.0,,80.0,150.0,160.0,165.0,,165.0,415.0,1,428.81,424.01,374.04,87.13,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Francesca Gellona Acevedo,F,SBD,Wraps,22.0,20-23,19-23,Open,67.4,67.5,120.0,-125.0,125.0,,125.0,70.0,75.0,78.0,-80.0,78.0,115.0,120.0,125.0,,125.0,328.0,2,338.92,335.12,295.63,68.86,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Karen Cáceres Araya,F,SBD,Wraps,20.0,20-23,19-23,Open,68.0,75,75.0,80.0,82.5,,82.5,35.0,37.5,-40.0,,37.5,100.0,105.0,110.0,,110.0,230.0,3,236.44,233.51,205.96,48.04,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Germaine Eblen Saieg,F,SBD,Wraps,33.0,24-34,24-39,Open,73.7,75,-115.0,115.0,122.5,,122.5,50.0,55.0,-60.0,,55.0,120.0,125.0,127.5,,127.5,305.0,1,299.84,293.18,258.06,61.03,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Paz Fernández Pedrero,F,SBD,Wraps,27.0,24-34,24-39,Open,71.5,75,105.0,115.0,-120.0,,115.0,45.0,-50.0,-50.0,,45.0,115.0,125.0,-140.0,,125.0,285.0,2,284.83,279.47,246.22,57.92,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Thania Rivera Olivares,F,SBD,Wraps,25.0,24-34,24-39,Open,75.7,82.5,135.0,145.0,160.0,,160.0,70.0,75.0,-80.0,,75.0,120.0,135.0,147.5,,147.5,382.5,1,370.73,361.53,317.9,75.55,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Stephanie Barriga Neira,F,SBD,Wraps,23.0,20-23,19-23,Open,101.8,90+,170.0,180.0,-185.0,,180.0,80.0,90.0,-100.0,,90.0,160.0,170.0,180.0,,180.0,450.0,1,381.38,372.77,319.51,79.88,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Cristian Mateluna Nuñez,M,SBD,Wraps,32.0,24-34,24-39,Open,55.3,56,135.0,142.0,-145.0,,142.0,90.0,-93.0,-93.0,,90.0,175.0,-185.0,,,175.0,407.0,1,368.37,375.12,368.07,69.73,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Paul Salas Ortega,M,SBD,Wraps,17.0,16-17,14-18,Open,56.0,56,60.0,70.0,75.0,,75.0,40.0,45.0,50.0,,50.0,70.0,80.0,95.0,,95.0,220.0,2,196.91,200.28,196.36,37.44,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Rodrigo Bolivar Villalobos,M,SBD,Wraps,30.0,24-34,24-39,Open,58.5,60,160.0,170.0,-175.0,,170.0,90.0,95.0,100.0,,100.0,180.0,190.0,200.0,,200.0,470.0,1,405.14,410.35,401.28,78.13,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Diego Vásquez Rodríguez,M,SBD,Wraps,17.0,16-17,14-18,Open,59.6,60,85.0,95.0,-110.0,,95.0,72.5,76.0,-79.0,,76.0,-125.0,125.0,135.0,,135.0,306.0,2,259.7,262.58,256.51,50.36,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Adolfo Pacheco Tolosa,M,SBD,Wraps,17.0,16-17,14-18,Open,57.6,60,75.0,80.0,87.5,,87.5,50.0,55.0,62.5,,62.5,100.0,105.0,110.0,,110.0,260.0,3,227.09,230.35,225.46,43.58,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Jonathan Cuyul,M,SBD,Wraps,34.0,24-34,24-39,Open,66.7,67.5,125.0,135.0,-140.0,,135.0,70.0,-80.0,85.0,,85.0,-150.0,160.0,-170.0,,160.0,380.0,4,295.44,295.81,287.3,58.91,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Guillermo Arias Mercado,M,SBD,Wraps,26.0,24-34,24-39,Open,64.4,67.5,170.0,185.0,195.0,,195.0,125.0,130.0,-137.5,,130.0,175.0,190.0,205.0,,205.0,530.0,2,422.99,424.76,413.23,83.7,,Chile,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Víctor Muñoz Navarrete,M,SBD,Wraps,33.0,24-34,24-39,Open,65.7,67.5,205.0,-220.5,-220.5,,205.0,105.0,115.0,-125.0,,115.0,190.0,205.0,215.0,,215.0,535.0,1,420.61,421.66,409.82,83.6,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Ariel Arce Romero,M,SBD,Wraps,20.0,20-23,19-23,Open,66.1,67.5,-170.0,-180.0,180.0,,180.0,70.0,75.0,80.0,,80.0,-220.0,220.0,232.5,,232.5,492.5,3,385.45,386.23,375.27,76.71,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
Rodrigo Fuentes Figueroa,M,SBD,Wraps,22.0,20-23,19-23,Open,66.4,67.5,-162.5,-170.0,-170.0,,,,,,,,,,,,,,DQ,,,,,,,,ACHIPO,GPA,2019-07-06,Chile,,Quirihue,Campeonato Nacional Clasificatorio,Yes
